;Source;Instance;GA;Gurobi;Literature;GA Best Gap;Gurobi Best Gap;Literature Best Gap;GA Literature Gap;Gurobi Literature Gap;GA/Gurobi;GA/Literature;n_machines;n_operations;beta_flexibility;duration_variety
269;2b_Hurink_edata;66;947.0;933;937.0;0.015005359056806002;0.0;0.004287245444801715;0.010672358591248666;-0.004268943436499467;-;-;10;100;0.11499999999999999;0.5614035087719298
270;2c_Hurink_rdata;1;47.0;47;47.0;0.0;0.0;0.0;0.0;0.0;o;o;6;36;0.3333333333333333;0.12162162162162163
271;2c_Hurink_rdata;2;716.0;686;686.0;0.043731778425655975;0.0;0.0;0.043731778425655975;0.0;-;-;10;100;0.2;0.3010204081632653
272;2c_Hurink_rdata;3;1025.0;1026;1022.0;0.0029354207436399216;0.003913894324853229;0.0;0.0029354207436399216;0.003913894324853229;+;-;5;100;0.4;0.30412371134020616
273;2c_Hurink_rdata;4;573.0;572;571.0;0.0035026269702276708;0.0017513134851138354;0.0;0.0035026269702276708;0.0017513134851138354;-;-;5;50;0.4;0.3958333333333333
274;2c_Hurink_rdata;5;532.0;531;530.0;0.0037735849056603774;0.0018867924528301887;0.0;0.0037735849056603774;0.0018867924528301887;-;-;5;50;0.4;0.4148936170212766
275;2c_Hurink_rdata;6;479.0;479;478.0;0.0020920502092050207;0.0020920502092050207;0.0;0.0020920502092050207;0.0020920502092050207;o;-;5;50;0.4;0.3939393939393939
276;2c_Hurink_rdata;7;504.0;503;502.0;0.00398406374501992;0.00199203187250996;0.0;0.00398406374501992;0.00199203187250996;-;-;5;50;0.4;0.36633663366336633
277;2c_Hurink_rdata;8;458.0;458;457.0;0.002188183807439825;0.002188183807439825;0.0;0.002188183807439825;0.002188183807439825;o;-;5;50;0.4;0.3883495145631068
278;2c_Hurink_rdata;9;800.0;801;799.0;0.0012515644555694619;0.0025031289111389237;0.0;0.0012515644555694619;0.0025031289111389237;+;-;5;75;0.4;0.3617021276595745
279;2c_Hurink_rdata;10;750.0;751;750.0;0.0;0.0013333333333333333;0.0;0.0;0.0013333333333333333;+;o;5;75;0.4;0.36054421768707484
280;2c_Hurink_rdata;11;766.0;767;765.0;0.00130718954248366;0.00261437908496732;0.0;0.00130718954248366;0.00261437908496732;+;-;5;75;0.4;0.3448275862068966
281;2c_Hurink_rdata;12;854.0;855;853.0;0.0011723329425556857;0.0023446658851113715;0.0;0.0011723329425556857;0.0023446658851113715;+;-;5;75;0.4;0.3402777777777778
282;2c_Hurink_rdata;13;805.0;807;804.0;0.0012437810945273632;0.0037313432835820895;0.0;0.0012437810945273632;0.0037313432835820895;+;-;5;75;0.4;0.3945578231292517
283;2c_Hurink_rdata;14;1071.0;1073;1071.0;0.0;0.0018674136321195146;0.0;0.0;0.0018674136321195146;+;o;5;100;0.4;0.30049261083743845
284;2c_Hurink_rdata;15;936.0;938;936.0;0.0;0.002136752136752137;0.0;0.0;0.002136752136752137;+;o;5;100;0.4;0.2864321608040201
285;2c_Hurink_rdata;16;1038.0;1044;1038.0;0.0;0.005780346820809248;0.0;0.0;0.005780346820809248;+;o;5;100;0.4;0.30808080808080807
286;2c_Hurink_rdata;17;1070.0;1075;1070.0;0.0;0.004672897196261682;0.0;0.0;0.004672897196261682;+;o;5;100;0.4;0.3299492385786802
287;2c_Hurink_rdata;18;1090.0;1098;1090.0;0.0;0.007339449541284404;0.0;0.0;0.007339449541284404;+;o;5;100;0.4;0.3333333333333333
288;2c_Hurink_rdata;19;732.0;717;717.0;0.02092050209205021;0.0;0.0;0.02092050209205021;0.0;-;-;10;100;0.2;0.3034825870646766
289;2c_Hurink_rdata;20;646.0;646;646.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.2;0.29533678756476683
290;2c_Hurink_rdata;21;700.0;666;666.0;0.05105105105105105;0.0;0.0;0.05105105105105105;0.0;-;-;10;100;0.2;0.3065326633165829
291;2c_Hurink_rdata;22;711.0;700;700.0;0.015714285714285715;0.0;0.0;0.015714285714285715;0.0;-;-;10;100;0.2;0.33163265306122447
292;2c_Hurink_rdata;23;764.0;756;757.0;0.010582010582010581;0.0;0.0013227513227513227;0.009247027741083224;-0.001321003963011889;-;-;10;100;0.2;0.3316582914572864
293;2c_Hurink_rdata;24;926.0;847;835.0;0.1089820359281437;0.01437125748502994;0.0;0.1089820359281437;0.01437125748502994;-;-;10;150;0.2;0.24584717607973422
294;2c_Hurink_rdata;25;862.0;782;760.0;0.13421052631578947;0.02894736842105263;0.0;0.13421052631578947;0.02894736842105263;-;-;10;150;0.2;0.23529411764705882
295;2c_Hurink_rdata;26;915.0;874;842.0;0.08669833729216152;0.03800475059382423;0.0;0.08669833729216152;0.03800475059382423;-;-;10;150;0.2;0.238562091503268
296;2c_Hurink_rdata;27;886.0;833;808.0;0.09653465346534654;0.03094059405940594;0.0;0.09653465346534654;0.03094059405940594;-;-;10;150;0.2;0.25925925925925924
297;2c_Hurink_rdata;28;870.0;806;791.0;0.09987357774968394;0.018963337547408345;0.0;0.09987357774968394;0.018963337547408345;-;-;10;150;0.2;0.271523178807947
298;2c_Hurink_rdata;29;1138.0;1102;1061.0;0.07257304429783223;0.03864278982092366;0.0;0.07257304429783223;0.03864278982092366;-;-;10;200;0.2;0.21994884910485935
299;2c_Hurink_rdata;30;1167.0;1155;1091.0;0.06966086159486709;0.05866177818515124;0.0;0.06966086159486709;0.05866177818515124;-;-;10;200;0.2;0.20918367346938777
300;2c_Hurink_rdata;31;1149.0;1117;1080.0;0.06388888888888888;0.03425925925925926;0.0;0.06388888888888888;0.03425925925925926;-;-;10;200;0.2;0.21144278606965175
301;2c_Hurink_rdata;32;1069.0;1042;998.0;0.07114228456913828;0.04408817635270541;0.0;0.07114228456913828;0.04408817635270541;-;-;10;200;0.2;0.22055137844611528
302;2c_Hurink_rdata;33;1171.0;1141;1078.0;0.0862708719851577;0.05844155844155844;0.0;0.0862708719851577;0.05844155844155844;-;-;10;200;0.2;0.20408163265306123
303;2c_Hurink_rdata;34;1567.0;1577;1521.0;0.030243261012491782;0.036817882971729124;0.0;0.030243261012491782;0.036817882971729124;+;-;10;300;0.2;0.1597222222222222
304;2c_Hurink_rdata;35;1705.0;1802;1659.0;0.027727546714888487;0.0861965039180229;0.0;0.027727546714888487;0.0861965039180229;+;-;10;300;0.2;0.1606837606837607
305;2c_Hurink_rdata;36;1541.0;1599;1499.0;0.028018679119412943;0.066711140760507;0.0;0.028018679119412943;0.066711140760507;+;-;10;300;0.2;0.15834767641996558
306;2c_Hurink_rdata;37;1554.0;1614;1536.0;0.01171875;0.05078125;0.0;0.01171875;0.05078125;+;-;10;300;0.2;0.15753424657534246
307;2c_Hurink_rdata;38;1577.0;1654;1550.0;0.017419354838709676;0.06709677419354838;0.0;0.017419354838709676;0.06709677419354838;+;-;10;300;0.2;0.14864864864864866
308;2c_Hurink_rdata;39;1187.0;1023;1030.0;0.1603128054740958;0.0;0.006842619745845552;0.1524271844660194;-0.006796116504854369;-;-;15;225;0.13333333333333333;0.20045558086560364
309;2c_Hurink_rdata;40;1211.0;1087;1077.0;0.1244196843082637;0.009285051067780872;0.0;0.1244196843082637;0.009285051067780872;-;-;15;225;0.13333333333333333;0.21052631578947367
310;2c_Hurink_rdata;41;1105.0;954;962.0;0.15828092243186584;0.0;0.008385744234800839;0.14864864864864866;-0.008316008316008316;-;-;15;225;0.13333333333333333;0.18468468468468469
311;2c_Hurink_rdata;42;1162.0;1018;1018.0;0.14145383104125736;0.0;0.0;0.14145383104125736;0.0;-;-;15;225;0.13333333333333333;0.20412844036697247
312;2c_Hurink_rdata;43;1074.0;972;970.0;0.10721649484536082;0.002061855670103093;0.0;0.10721649484536082;0.002061855670103093;-;-;15;225;0.13333333333333333;0.19727891156462585
313;2c_Hurink_rdata;44;985.0;954;962.0;0.03249475890985325;0.0;0.008385744234800839;0.02390852390852391;-0.008316008316008316;-;-;10;100;0.2;0.21212121212121213
314;2c_Hurink_rdata;45;809.0;807;807.0;0.0024783147459727386;0.0;0.0;0.0024783147459727386;0.0;-;-;10;100;0.2;0.29381443298969073
315;2c_Hurink_rdata;46;673.0;570;544.0;0.23713235294117646;0.04779411764705882;0.0;0.23713235294117646;0.04779411764705882;-;-;15;300;0.13333333333333333;0.05110732538330494
316;2c_Hurink_rdata;47;699.0;577;555.0;0.2594594594594595;0.03963963963963964;0.0;0.2594594594594595;0.03963963963963964;-;-;15;300;0.13333333333333333;0.05181347150259067
317;2c_Hurink_rdata;48;690.0;570;562.0;0.2277580071174377;0.014234875444839857;0.0;0.2277580071174377;0.014234875444839857;-;-;15;300;0.13333333333333333;0.05136986301369863
318;2c_Hurink_rdata;49;5071.0;5066;5057.0;0.002768439786434645;0.0017797112912794147;0.0;0.002768439786434645;0.0017797112912794147;-;-;5;55;0.4;0.3783783783783784
319;2c_Hurink_rdata;50;5988.0;5987;5987.0;0.00016702856188408218;0.0;0.0;0.00016702856188408218;0.0;-;-;4;52;0.5;0.44
320;2c_Hurink_rdata;51;5654.0;5651;5626.0;0.004976892996800568;0.004443654461429079;0.0;0.004976892996800568;0.004443654461429079;-;-;5;60;0.4;0.32231404958677684
321;2c_Hurink_rdata;52;6521.0;6527;6518.0;0.00046026388462718626;0.0013807916538815588;0.0;0.00046026388462718626;0.0013807916538815588;+;-;4;56;0.5;0.36363636363636365
322;2c_Hurink_rdata;53;5785.0;5647;5764.0;0.024437754559943334;0.0;0.02071896582256065;0.0036433032616238724;-0.020298403886190145;-;-;6;60;0.3333333333333333;0.40869565217391307
323;2c_Hurink_rdata;54;6237.0;6147;6147.0;0.014641288433382138;0.0;0.0;0.014641288433382138;0.0;-;-;9;72;0.2222222222222222;0.4
324;2c_Hurink_rdata;55;4432.0;4425;4432.0;0.0015819209039548022;0.0;0.0015819209039548022;0.0;-0.00157942238267148;-;o;7;49;0.2857142857142857;0.4019607843137255
325;2c_Hurink_rdata;56;5748.0;5692;5692.0;0.009838369641602248;0.0;0.0;0.009838369641602248;0.0;-;-;8;64;0.25;0.2682926829268293
326;2c_Hurink_rdata;57;779.0;746;763.0;0.04423592493297587;0.0;0.022788203753351208;0.020969855832241154;-0.022280471821756225;-;-;10;100;0.2;0.336734693877551
327;2c_Hurink_rdata;58;728.0;696;703.0;0.04597701149425287;0.0;0.010057471264367816;0.03556187766714083;-0.00995732574679943;-;-;10;100;0.2;0.28426395939086296
328;2c_Hurink_rdata;59;746.0;712;720.0;0.047752808988764044;0.0;0.011235955056179775;0.03611111111111111;-0.011111111111111112;-;-;10;100;0.2;0.3076923076923077
329;2c_Hurink_rdata;60;781.0;753;753.0;0.03718459495351926;0.0;0.0;0.03718459495351926;0.0;-;-;10;100;0.2;0.30927835051546393
330;2c_Hurink_rdata;61;667.0;639;643.0;0.04381846635367762;0.0;0.006259780907668232;0.03732503888024884;-0.006220839813374806;-;-;10;100;0.2;0.3484848484848485
331;2c_Hurink_rdata;62;783.0;754;766.0;0.038461538461538464;0.0;0.015915119363395226;0.022193211488250653;-0.015665796344647518;-;-;10;100;0.2;0.32142857142857145
332;2c_Hurink_rdata;63;312.0;302;302.0;0.033112582781456956;0.0;0.0;0.033112582781456956;0.0;-;-;10;99;0.2;0.19387755102040816
333;2c_Hurink_rdata;64;656.0;639;651.0;0.026604068857589983;0.0;0.018779342723004695;0.007680491551459293;-0.018433179723502304;-;-;10;100;0.2;0.3128205128205128
334;2c_Hurink_rdata;65;730.0;694;694.0;0.05187319884726225;0.0;0.0;0.05187319884726225;0.0;-;-;10;100;0.2;0.3402061855670103
335;2c_Hurink_rdata;66;769.0;742;750.0;0.03638814016172507;0.0;0.01078167115902965;0.025333333333333333;-0.010666666666666666;-;-;10;100;0.2;0.32323232323232326
336;2d_Hurink_vdata;1;47.0;47;47.0;0.0;0.0;0.0;0.0;0.0;o;o;6;36;0.5;0.08737864077669903
337;2d_Hurink_vdata;2;655.0;655;655.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.13169642857142858
338;2d_Hurink_vdata;3;1023.0;1027;1022.0;0.0009784735812133072;0.004892367906066536;0.0;0.0009784735812133072;0.004892367906066536;+;-;5;100;0.5;0.22519083969465647
339;2d_Hurink_vdata;4;572.0;571;570.0;0.0035087719298245615;0.0017543859649122807;0.0;0.0035087719298245615;0.0017543859649122807;-;-;5;50;0.5;0.2676056338028169
340;2d_Hurink_vdata;5;531.0;530;529.0;0.003780718336483932;0.001890359168241966;0.0;0.003780718336483932;0.001890359168241966;-;-;5;50;0.5;0.291044776119403
341;2d_Hurink_vdata;6;478.0;478;477.0;0.0020964360587002098;0.0020964360587002098;0.0;0.0020964360587002098;0.0020964360587002098;o;-;5;50;0.5;0.3046875
342;2d_Hurink_vdata;7;503.0;503;502.0;0.00199203187250996;0.00199203187250996;0.0;0.00199203187250996;0.00199203187250996;o;-;5;50;0.5;0.31092436974789917
343;2d_Hurink_vdata;8;460.0;459;457.0;0.006564551422319475;0.00437636761487965;0.0;0.006564551422319475;0.00437636761487965;-;-;5;50;0.5;0.33613445378151263
344;2d_Hurink_vdata;9;801.0;801;799.0;0.0025031289111389237;0.0025031289111389237;0.0;0.0025031289111389237;0.0025031289111389237;o;-;5;75;0.5;0.2802197802197802
345;2d_Hurink_vdata;10;751.0;752;749.0;0.0026702269692923898;0.004005340453938585;0.0;0.0026702269692923898;0.004005340453938585;+;-;5;75;0.5;0.29120879120879123
346;2d_Hurink_vdata;11;766.0;767;765.0;0.00130718954248366;0.00261437908496732;0.0;0.00130718954248366;0.00261437908496732;+;-;5;75;0.5;0.25773195876288657
347;2d_Hurink_vdata;12;854.0;854;853.0;0.0011723329425556857;0.0011723329425556857;0.0;0.0011723329425556857;0.0011723329425556857;o;-;5;75;0.5;0.2578947368421053
348;2d_Hurink_vdata;13;805.0;805;804.0;0.0012437810945273632;0.0012437810945273632;0.0;0.0012437810945273632;0.0012437810945273632;o;-;5;75;0.5;0.29
349;2d_Hurink_vdata;14;1071.0;1074;1071.0;0.0;0.0028011204481792717;0.0;0.0;0.0028011204481792717;+;o;5;100;0.5;0.24110671936758893
350;2d_Hurink_vdata;15;936.0;941;936.0;0.0;0.005341880341880342;0.0;0.0;0.005341880341880342;+;o;5;100;0.5;0.22983870967741934
351;2d_Hurink_vdata;16;1039.0;1042;1038.0;0.0009633911368015414;0.0038535645472061657;0.0;0.0009633911368015414;0.0038535645472061657;+;-;5;100;0.5;0.24897959183673468
352;2d_Hurink_vdata;17;1070.0;1073;1070.0;0.0;0.002803738317757009;0.0;0.0;0.002803738317757009;+;o;5;100;0.5;0.26639344262295084
353;2d_Hurink_vdata;18;1090.0;1091;1089.0;0.0009182736455463728;0.0018365472910927456;0.0;0.0009182736455463728;0.0018365472910927456;+;-;5;100;0.5;0.2509505703422053
354;2d_Hurink_vdata;19;717.0;717;717.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.12978723404255318
355;2d_Hurink_vdata;20;646.0;646;646.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.11899791231732777
356;2d_Hurink_vdata;21;663.0;663;663.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.12734864300626306
357;2d_Hurink_vdata;22;647.0;617;617.0;0.04862236628849271;0.0;0.0;0.04862236628849271;0.0;-;-;10;100;0.5;0.13541666666666666
358;2d_Hurink_vdata;23;756.0;756;756.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.13552361396303902
359;2d_Hurink_vdata;24;866.0;828;804.0;0.07711442786069651;0.029850746268656716;0.0;0.07711442786069651;0.029850746268656716;-;-;10;150;0.5;0.1034965034965035
360;2d_Hurink_vdata;25;777.0;756;736.0;0.05570652173913043;0.02717391304347826;0.0;0.05570652173913043;0.02717391304347826;-;-;10;150;0.5;0.10635155096011817
361;2d_Hurink_vdata;26;854.0;848;815.0;0.04785276073619632;0.04049079754601227;0.0;0.04785276073619632;0.04049079754601227;-;-;10;150;0.5;0.10735294117647058
362;2d_Hurink_vdata;27;827.0;814;775.0;0.06709677419354838;0.05032258064516129;0.0;0.06709677419354838;0.05032258064516129;-;-;10;150;0.5;0.10591471801925723
363;2d_Hurink_vdata;28;807.0;796;756.0;0.06746031746031746;0.05291005291005291;0.0;0.06746031746031746;0.05291005291005291;-;-;10;150;0.5;0.11310344827586206
364;2d_Hurink_vdata;29;1074.0;1087;1054.0;0.018975332068311195;0.031309297912713474;0.0;0.018975332068311195;0.031309297912713474;+;-;10;200;0.5;0.09378407851690294
365;2d_Hurink_vdata;30;1103.0;1100;1084.0;0.017527675276752766;0.014760147601476014;0.0;0.017527675276752766;0.014760147601476014;-;-;10;200;0.5;0.08961748633879782
366;2d_Hurink_vdata;31;1093.0;1119;1070.0;0.02149532710280374;0.04579439252336449;0.0;0.02149532710280374;0.04579439252336449;+;-;10;200;0.5;0.0947603121516165
367;2d_Hurink_vdata;32;1016.0;1038;994.0;0.022132796780684104;0.04426559356136821;0.0;0.022132796780684104;0.04426559356136821;+;-;10;200;0.5;0.09988649262202043
368;2d_Hurink_vdata;33;1106.0;1086;1069.0;0.03461178671655753;0.015902712815715623;0.0;0.03461178671655753;0.015902712815715623;-;-;10;200;0.5;0.08602150537634409
369;2d_Hurink_vdata;34;1685.0;1600;1520.0;0.10855263157894737;0.05263157894736842;0.0;0.10855263157894737;0.05263157894736842;-;-;10;300;0.5;0.06666666666666667
370;2d_Hurink_vdata;35;1853.0;1723;1658.0;0.11761158021712907;0.039203860072376355;0.0;0.11761158021712907;0.039203860072376355;-;-;10;300;0.5;0.06901615271659324
371;2d_Hurink_vdata;36;1611.0;1544;1497.0;0.07615230460921844;0.03139612558450234;0.0;0.07615230460921844;0.03139612558450234;-;-;10;300;0.5;0.06794682422451995
372;2d_Hurink_vdata;37;1638.0;1639;1535.0;0.06710097719869706;0.06775244299674267;0.0;0.06710097719869706;0.06775244299674267;+;-;10;300;0.5;0.06633020908435472
373;2d_Hurink_vdata;38;1717.0;1641;1549.0;0.10845706907682376;0.05939315687540349;0.0;0.10845706907682376;0.05939315687540349;-;-;10;300;0.5;0.06312769010043041
374;2d_Hurink_vdata;39;1011.0;948;948.0;0.06645569620253164;0.0;0.0;0.06645569620253164;0.0;-;-;15;225;0.5;0.058394160583941604
375;2d_Hurink_vdata;40;1047.0;986;986.0;0.061866125760649086;0.0;0.0;0.061866125760649086;0.0;-;-;15;225;0.5;0.06166219839142091
376;2d_Hurink_vdata;41;970.0;943;943.0;0.02863202545068929;0.0;0.0;0.02863202545068929;0.0;-;-;15;225;0.5;0.05544286680189317
377;2d_Hurink_vdata;42;994.0;922;922.0;0.07809110629067245;0.0;0.0;0.07809110629067245;0.0;-;-;15;225;0.5;0.06054421768707483
378;2d_Hurink_vdata;43;971.0;955;955.0;0.016753926701570682;0.0;0.0;0.016753926701570682;0.0;-;-;15;225;0.5;0.059670781893004114
379;2d_Hurink_vdata;44;871.0;859;860.0;0.013969732246798603;0.0;0.0011641443538998836;0.012790697674418604;-0.0011627906976744186;-;-;10;100;0.5;0.08993576017130621
380;2d_Hurink_vdata;45;742.0;742;742.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.13286713286713286
381;2d_Hurink_vdata;46;681.0;530;495.0;0.37575757575757573;0.0707070707070707;0.0;0.37575757575757573;0.0707070707070707;-;-;15;300;0.5;0.015376729882111738
382;2d_Hurink_vdata;47;710.0;575;509.0;0.3948919449901768;0.12966601178781925;0.0;0.3948919449901768;0.12966601178781925;-;-;15;300;0.5;0.015205271160669031
383;2d_Hurink_vdata;48;674.0;571;500.0;0.348;0.142;0.0;0.348;0.142;-;-;15;300;0.5;0.015045135406218655
384;2d_Hurink_vdata;49;5008.0;5016;5013.0;0.0;0.001597444089456869;0.000998402555910543;-0.000997406742469579;0.0005984440454817474;+;+;5;55;0.5;0.2781456953642384
385;2d_Hurink_vdata;50;5931.0;5930;5930.0;0.00016863406408094435;0.0;0.0;0.00016863406408094435;0.0;-;-;4;52;0.5;0.3697478991596639
386;2d_Hurink_vdata;51;5606.0;5606;5600.0;0.0010714285714285715;0.0010714285714285715;0.0;0.0010714285714285715;0.0010714285714285715;o;-;5;60;0.5;0.25
387;2d_Hurink_vdata;52;6516.0;6516;6517.0;0.0;0.0;0.0001534683855125844;-0.00015344483658124905;-0.00015344483658124905;o;+;4;56;0.5;0.3418803418803419
388;2d_Hurink_vdata;53;4974.0;4955;4932.0;0.00851581508515815;0.004663422546634225;0.0;0.00851581508515815;0.004663422546634225;-;-;6;60;0.5;0.27647058823529413
389;2d_Hurink_vdata;54;5486.0;5486;5486.0;0.0;0.0;0.0;0.0;0.0;o;o;9;72;0.5;0.19047619047619047
390;2d_Hurink_vdata;55;4281.0;4281;4281.0;0.0;0.0;0.0;0.0;0.0;o;o;7;49;0.5;0.24260355029585798
391;2d_Hurink_vdata;56;4613.0;4613;4613.0;0.0;0.0;0.0;0.0;0.0;o;o;8;64;0.5;0.12992125984251968
392;2d_Hurink_vdata;57;695.0;695;695.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.14798206278026907
393;2d_Hurink_vdata;58;627.0;620;620.0;0.01129032258064516;0.0;0.0;0.01129032258064516;0.0;-;-;10;100;0.5;0.12727272727272726
394;2d_Hurink_vdata;59;648.0;648;648.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.1284796573875803
395;2d_Hurink_vdata;60;753.0;753;753.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.12738853503184713
396;2d_Hurink_vdata;61;586.0;584;584.0;0.003424657534246575;0.0;0.0;0.003424657534246575;0.0;-;-;10;100;0.5;0.14465408805031446
397;2d_Hurink_vdata;62;715.0;715;715.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.13179916317991633
398;2d_Hurink_vdata;63;281.0;275;275.0;0.02181818181818182;0.0;0.0;0.02181818181818182;0.0;-;-;10;99;0.5;0.08444444444444445
399;2d_Hurink_vdata;64;573.0;573;573.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.13406593406593406
400;2d_Hurink_vdata;65;659.0;659;659.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.1476510067114094
401;2d_Hurink_vdata;66;681.0;681;681.0;0.0;0.0;0.0;0.0;0.0;o;o;10;100;0.5;0.1419068736141907
